id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:plant number (from tag or map),field:plant health condition,field:foliage - insect feeding,field:foliage - deformation,field:foliage health comments,field:woody tissue -  structural damage,field:woody tissue - signs of disease,field:woody tissue - insect activity,field:woody tissue - symptoms,field:woody tissues health comments,field:root collar - signs of disease,field:root collar health comments,field:critical root zone (within canopy drip line) - damage or concerns,field:other abnormalities comments,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:dieback percent,field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:number of additional unhealthy trees (of same species) in area (within sight),field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:optional - signs of sap sucker feeding?,field:optional - tree size,field:optional - what 'other factors' were observed?,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:percent canopy affected (%),field:powdery mildew - percent coverage,field:powdery mildew?,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health condition,field:tree health issue,field:tree height total (ft),field:tree number,field:tree number (from google map) if applicable,field:urban tree health condition
359031671,f54b2fc3-0f29-4748-a1bd-a64e43d9e0c2,2026-05-06 14:07:57-07:00,2026-05-06,2026-05-06 21:07:57 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:09:06 UTC,2026-05-06 21:10:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359031671,https://inaturalist-open-data.s3.amazonaws.com/photos/655020426/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2458109229,-122.3871855977,87,,,,87,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 4-4,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359031838,32d70142-342c-4a15-a6ad-f628eb709406,2026-05-06 14:08:40-07:00,2026-05-06,2026-05-06 21:08:40 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:09:34 UTC,2026-05-06 21:11:34 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359031838,https://inaturalist-open-data.s3.amazonaws.com/photos/655020613/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2455692959,-122.3873502517,171,,,,171,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 4-5,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359032877,d1566feb-7227-4332-8ee6-6ba629dfb209,2026-05-06 14:10:45-07:00,2026-05-06,2026-05-06 21:10:45 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:13:56 UTC,2026-05-06 21:21:04 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359032877,https://inaturalist-open-data.s3.amazonaws.com/photos/655023059/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2464636418,-122.3887619036,6,,,,6,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,POT 4-6,Fair,None,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359034467,c2c09d21-e384-487b-9938-ae454fff279f,2026-05-06 14:17:33-07:00,2026-05-06,2026-05-06 21:17:33 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:19:58 UTC,2026-05-06 21:21:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/359034467,https://inaturalist-open-data.s3.amazonaws.com/photos/655025746/medium.jpg,,"","",0,0,false,3,"S Frontage Rd, Tacoma, WA, US",47.2462599308,-122.3865788636,115,,,,115,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,POT 5-1,Good,None,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359035528,091b9678-af11-4bd0-a949-675b47ec2503,2026-05-06 14:20:19-07:00,2026-05-06,2026-05-06 21:20:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:23:51 UTC,2026-05-06 21:25:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/359035528,https://inaturalist-open-data.s3.amazonaws.com/photos/655027542/medium.jpg,,"","",0,0,false,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2463554184,-122.3888165688,381,,,,381,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,POT 5-2,Fair,Medium,Medium,"",Other,Cankers,Other,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359037469,be2ad581-be1b-4c49-b8dd-3d778ccd32c7,2026-05-06 14:24:26-07:00,2026-05-06,2026-05-06 21:24:26 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:32:22 UTC,2026-05-06 21:48:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/359037469,https://inaturalist-open-data.s3.amazonaws.com/photos/655036133/medium.jpg,,"","",0,0,false,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2463665004,-122.3887457902,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,"",Fair,Medium,Medium,Grub of sorts found in curled leaf.,None,None,Other,None,"",None,A dead beetle (photoed) was found near root collar.,None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359040556,b5c3fb42-1b03-4b12-b542-72b3b29e7c42,2026-05-06 14:39:16-07:00,2026-05-06,2026-05-06 21:39:16 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:43:52 UTC,2026-05-06 21:45:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359040556,https://inaturalist-open-data.s3.amazonaws.com/photos/655037020/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2464515313,-122.3887603447,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,POT 5-4,Fair,Low,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359041418,a367821b-4b71-4626-ae3d-12042f2b6507,2026-05-06 14:44:16-07:00,2026-05-06,2026-05-06 21:44:16 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:47:40 UTC,2026-05-06 21:49:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359041418,https://inaturalist-open-data.s3.amazonaws.com/photos/655038998/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2463860513,-122.3887025234,3,,,,3,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,POT 5-5,Fair,Low,Medium,"",None,None,None,None,"",None,Cannot reach root collar. Too many blackberry bushes,None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359042089,e9d89c92-6f27-4814-a929-98c210aa02e7,2026-05-06 14:47:27-07:00,2026-05-06,2026-05-06 21:47:27 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:50:30 UTC,2026-05-06 21:53:54 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359042089,https://inaturalist-open-data.s3.amazonaws.com/photos/655041332/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2463242656,-122.388656197,7,,,,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Fraxinus latifolia,Oregon Ash,Plantae,63878,POT 5-6,Fair,Medium,Medium,"",Cracking,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359043003,2ae90184-ea57-47c8-b2a0-acfeb83bab70,2026-05-06 14:52:26-07:00,2026-05-06,2026-05-06 21:52:26 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:54:22 UTC,2026-05-06 21:55:50 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359043003,https://inaturalist-open-data.s3.amazonaws.com/photos/655042328/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2466105281,-122.388608869,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 7-1,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359043730,849d2bbe-c28b-4082-8045-c70da2158d5a,2026-05-06 14:56:10-07:00,2026-05-06,2026-05-06 21:56:10 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:57:00 UTC,2026-05-06 21:58:24 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359043730,https://inaturalist-open-data.s3.amazonaws.com/photos/655043404/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2466462765,-122.3886312491,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 7-3,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359043863,dc753d2d-f755-4c28-8dee-bf5b41de82e4,2026-05-06 14:57:15-07:00,2026-05-06,2026-05-06 21:57:15 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:57:40 UTC,2026-05-06 21:59:03 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359043863,https://inaturalist-open-data.s3.amazonaws.com/photos/655043761/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2455687304,-122.3879885225,105,,,,105,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 7-4,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359044192,6e516d47-853a-4318-8c20-7c10e1056468,2026-05-06 14:58:05-07:00,2026-05-06,2026-05-06 21:58:05 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 21:58:49 UTC,2026-05-06 22:59:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359044192,https://inaturalist-open-data.s3.amazonaws.com/photos/655044376/medium.jpg,,"",No tag but will assume this is POT 7-5 as it’s between 6 and 4.,0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2466040175,-122.3885810021,7,,,,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 7-5?,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359044760,6332cafa-5128-46e1-893e-d6a9c431d625,2026-05-06 14:59:05-07:00,2026-05-06,2026-05-06 21:59:05 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-06 22:01:12 UTC,2026-05-06 22:02:39 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359044760,https://inaturalist-open-data.s3.amazonaws.com/photos/655045311/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2456461061,-122.3878532758,173,,,,173,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Tsuga heterophylla,western hemlock,Plantae,48254,POT 7-6,Fair,None,Low,"",None,None,None,None,"",None,"Too many weeds near root collar, blocking it. Need tools.",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359273523,b1235714-7115-4055-b854-f156842a22d0,2026-05-07 10:45:51-07:00,2026-05-07,2026-05-07 17:45:51 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 17:46:19 UTC,2026-05-07 17:47:47 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359273523,https://inaturalist-open-data.s3.amazonaws.com/photos/655479794/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465425995,-122.3886246502,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,POT 8-1,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359274616,516a9bbd-7e57-475a-bc41-9b1704804482,2026-05-07 10:49:21-07:00,2026-05-07,2026-05-07 17:49:21 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 17:49:49 UTC,2026-05-07 17:53:02 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359274616,https://inaturalist-open-data.s3.amazonaws.com/photos/655481410/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2456842757,-122.3873893456,124,,,,124,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,POT 8-2,Dead,No Selection,No Selection,"",Cracking,Other,No Selection,Bark Loss,Dead but signs of previous feeding from something.,No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359276813,c23506dc-362b-4d41-a8c6-14093629838f,2026-05-07 10:58:00-07:00,2026-05-07,2026-05-07 17:58:00 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 17:58:57 UTC,2026-05-07 18:00:49 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359276813,https://inaturalist-open-data.s3.amazonaws.com/photos/655485689/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465613663,-122.3886087888,3,,,,3,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,POT 8-3,Dead,No Selection,No Selection,"",Other,No Selection,Other,Bark Loss,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359278561,51b82ddc-0f73-4a35-b889-bc0c7437be89,2026-05-07 11:03:19-07:00,2026-05-07,2026-05-07 18:03:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:04:56 UTC,2026-05-07 18:06:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359278561,https://inaturalist-open-data.s3.amazonaws.com/photos/655489076/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2465797389,-122.3885954479,5,,,,5,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,POT 8-4,Dead,No Selection,No Selection,"",No Selection,No Selection,Other,Bark Loss,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359280956,dc2f07b9-9a51-42ba-8194-81735eb50250,2026-05-07 11:12:45-07:00,2026-05-07,2026-05-07 18:12:45 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:13:09 UTC,2026-05-07 18:14:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359280956,https://inaturalist-open-data.s3.amazonaws.com/photos/655493192/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2464961583,-122.3885924324,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,"",Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359281875,8a2d73af-54fc-479b-a036-e5a89b34b973,2026-05-07 11:15:45-07:00,2026-05-07,2026-05-07 18:15:45 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:16:09 UTC,2026-05-07 18:17:37 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359281875,https://inaturalist-open-data.s3.amazonaws.com/photos/655494878/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2461652784,-122.3874230297,189,,,,189,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,POT 8-6,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359285512,727b22a5-488e-4e66-83ba-b92b76b90037,2026-05-07 11:26:41-07:00,2026-05-07,2026-05-07 18:26:41 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:28:31 UTC,2026-05-07 18:30:09 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359285512,https://inaturalist-open-data.s3.amazonaws.com/photos/655502462/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2464511877,-122.3886044244,3,,,,3,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-1,Fair,None,None,"",None,Other,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359287147,9c9d2c5b-0841-4f16-ab43-a261b95d7bb3,2026-05-07 11:32:24-07:00,2026-05-07,2026-05-07 18:32:24 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:33:42 UTC,2026-05-07 18:35:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/359287147,https://inaturalist-open-data.s3.amazonaws.com/photos/655505223/medium.jpg,,"",Cannot find tag but will assume it is POT 9-2,0,0,false,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2464595573,-122.3886074808,6,,,,6,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-2?,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359289549,a0200a11-624a-4eaf-bc6b-a727d15cefbb,2026-05-07 11:40:14-07:00,2026-05-07,2026-05-07 18:40:14 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:42:10 UTC,2026-05-07 18:52:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/359289549,https://inaturalist-open-data.s3.amazonaws.com/photos/655510158/medium.jpg,,"","Tag is lost, will assume it is POT 9-3",0,0,false,3,"S Frontage Rd, Tacoma, WA, US",47.2463969367,-122.3886257301,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-3?,Dead,No Selection,No Selection,"",No Selection,Other,None,Bark Loss,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359292057,08bcfa80-342a-4507-82f2-2289ee3ce6db,2026-05-07 11:47:00-07:00,2026-05-07,2026-05-07 18:47:00 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 18:51:11 UTC,2026-05-07 19:31:36 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359292057,https://inaturalist-open-data.s3.amazonaws.com/photos/655515118/medium.jpg,,"",Cannot find tag but will assume it is POT 9-4,0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465033333,-122.3885716667,6,,,,6,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-4?,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359295210,14b3da76-38e9-4707-b804-0bab21a321bf,2026-05-07 12:00:23-07:00,2026-05-07,2026-05-07 19:00:23 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:02:09 UTC,2026-05-07 19:31:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359295210,https://inaturalist-open-data.s3.amazonaws.com/photos/655526105/medium.jpg,,"","Tag cannot be found, assuming it is POT 9-5",0,0,true,3,"12th St E, Fife, WA, US",47.2460702092,-122.3854490535,91,,,,91,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-5?,Dead,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359302819,73aa2b5a-1f8b-4124-82fe-41795bcb2d70,2026-05-07 12:08:31-07:00,2026-05-07,2026-05-07 19:08:31 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:30:42 UTC,2026-05-07 19:32:15 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359302819,https://inaturalist-open-data.s3.amazonaws.com/photos/655535185/medium.jpg,,"","Cannot find tag, assuming it is POT 9-6.",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2464500674,-122.3885654541,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Acer macrophyllum,bigleaf maple,Plantae,48227,POT 9-6?,Poor,No Selection,No Selection,"",No Selection,No Selection,No Selection,No Selection,"",No Selection,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359302967,1806a3a1-8b1a-43a2-abda-deae5555db56,2026-05-07 12:27:04-07:00,2026-05-07,2026-05-07 19:27:04 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:31:15 UTC,2026-05-07 19:33:03 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359302967,https://inaturalist-open-data.s3.amazonaws.com/photos/655535456/medium.jpg,,"","",0,0,true,3,"S Frontage Rd, Tacoma, WA, US",47.2463672395,-122.3872503894,151,,,,151,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 12-1,Poor,Low,Medium,"",Cracking,Oozing,Exit/Entry Holes,Bark Loss,"",None,Cannot reach root collar due to too many black berry bushes.,None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359303749,061c0f94-960c-43e0-beee-5392e5af372a,2026-05-07 12:31:39-07:00,2026-05-07,2026-05-07 19:31:39 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:34:12 UTC,2026-05-07 19:35:52 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359303749,https://inaturalist-open-data.s3.amazonaws.com/photos/655537079/medium.jpg,,"",Only found metal tag # 519. POT tag is missing but will assume POT 12-2,0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.246644298,-122.3885102662,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 12-2?,Poor,None,Medium,"",None,None,Exit/Entry Holes,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359305122,35cd5d7e-a4c4-4022-8414-ff0205f4de09,2026-05-07 12:35:12-07:00,2026-05-07,2026-05-07 19:35:12 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:39:36 UTC,2026-05-07 19:41:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359305122,https://inaturalist-open-data.s3.amazonaws.com/photos/655540100/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2466571134,-122.3884967534,100,,,,100,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 12-3,Poor,None,Medium,"",None,Other,None,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359306025,640ca9d0-3537-4160-b79a-f9d0a8e9f4db,2026-05-07 12:40:36-07:00,2026-05-07,2026-05-07 19:40:36 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:43:19 UTC,2026-05-07 19:45:02 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359306025,https://inaturalist-open-data.s3.amazonaws.com/photos/655542085/medium.jpg,,"","Cannot find POT tag, assuming it is POT 12-4. Found metal tag. Root collar area covered in layer of dried algae ",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2466665294,-122.3885322812,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 12-4?,Poor,None,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359308002,c45c46ee-733e-4693-a7f2-c4b858e63029,2026-05-07 12:44:00-07:00,2026-05-07,2026-05-07 19:44:00 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-07 19:49:14 UTC,2026-05-07 20:21:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/359308002,https://inaturalist-open-data.s3.amazonaws.com/photos/655545060/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2466384493,-122.3884701758,2,,,,2,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 12-5,Poor,None,Medium,"",None,Split Bark,None,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
